,StateName,f_voters_turnout,m_voters_turnout,year
196,Andhra Pradesh,64.2792354008287,73.2759475492794,1999
197,Andhra Pradesh,64.81063215899567,69.89760605511509,1999
198,Andhra Pradesh,62.44209114133616,66.31464463507868,1999
199,Andhra Pradesh,67.70713740944906,72.28284453141627,2009
200,Andhra Pradesh,50.793227706680135,50.90093723469631,2014
202,Andhra Pradesh,72.49081761462753,64.47994059539863,2014
203,Andhra Pradesh,68.42933986994859,74.46564991238459,2004
204,Andhra Pradesh,77.1849295882248,76.25626350583767,2014
205,Andhra Pradesh,75.08040760971284,77.21129570781594,2009
206,Andhra Pradesh,66.1680284008296,63.852663031343795,2004
207,Andhra Pradesh,61.83482970784308,71.19922403556733,1999
208,Andhra Pradesh,70.43048343701267,76.28630088923434,2004
210,Andhra Pradesh,72.37351148060785,76.7880541816143,2004
212,Andhra Pradesh,82.44174720911066,84.94579547126254,2014
215,Andhra Pradesh,62.824316090867796,66.68349924082044,2004
217,Andhra Pradesh,66.53755375321606,71.19127583334435,2004
218,Andhra Pradesh,66.58428479254917,66.47370516708015,2009
224,Andhra Pradesh,49.89415017713644,52.81743641856366,2009
225,Andhra Pradesh,81.29346808687102,82.77293196954027,2014
226,Andhra Pradesh,64.25706235944254,68.97911903467327,1999
227,Andhra Pradesh,77.8873500314617,79.03691267378976,2014
228,Andhra Pradesh,77.20386756045589,82.86758329060397,2009
229,Andhra Pradesh,69.50629112791275,73.61146359719996,2004
232,Andhra Pradesh,69.74103442493352,74.9424644721412,2004
234,Andhra Pradesh,64.37316970135254,69.82547082726147,1999
235,Andhra Pradesh,69.4251117766698,73.02084261950185,2004
236,Andhra Pradesh,74.01176947099934,78.09597486106293,2009
238,Andhra Pradesh,75.55718895214841,79.12928110589218,2004
239,Andhra Pradesh,74.61928765394165,79.87416698944274,1999
240,Andhra Pradesh,65.39179591423141,70.7839308132236,2004
241,Andhra Pradesh,62.25399357106083,64.61862169978959,2004
244,Andhra Pradesh,72.88874270208042,72.45072410540037,2009
245,Andhra Pradesh,82.15692297486527,83.51882187033411,2014
247,Andhra Pradesh,77.50179846787823,77.62111327559464,2014
248,Andhra Pradesh,77.82034795204943,79.48523974657289,2009
249,Andhra Pradesh,73.01583935187375,78.70358684822318,2004
250,Andhra Pradesh,74.15159156361551,78.45786266795201,2004
251,Andhra Pradesh,74.13374768421683,76.83778764705367,2004
252,Arunachal Pradesh,81.6365280289331,67.42241942887347,1999
253,Arunachal Pradesh,55.44424734467353,56.83232843567679,2004
256,Arunachal Pradesh,70.87499630865547,70.67772932679529,1999
258,Arunachal Pradesh,75.10749257344042,70.92632682359911,2014
259,Arunachal Pradesh,69.92008161877233,72.73983444481927,2009
260,Arunachal Pradesh,84.28152838685573,79.23022647376538,2014
261,Arunachal Pradesh,65.40403576740172,66.45353477236029,2009
263,Arunachal Pradesh,55.227327056980535,56.635678430064154,2004
266,Assam,73.84363369879155,76.08644594146222,1999
268,Assam,57.348275630464585,70.16390062513665,2009
270,Assam,68.29853315437946,76.86387270604045,1999
274,Assam,74.35989513426111,70.41096636063432,1999
275,Assam,71.77052406343587,73.4043184010373,1999
276,Assam,74.500257454716,84.14519980894762,2004
278,Assam,68.28379222428146,70.87641831983773,2009
280,Assam,68.79914393482554,72.75963336975705,2004
281,Assam,65.53545617641291,71.00257962762474,2004
285,Assam,73.29233980514624,76.77809856658055,2004
286,Assam,64.17074217391627,70.12450878142971,2009
287,Assam,65.45576756941917,74.78482006933197,2009
288,Assam,67.61103943290178,71.0202328688681,2009
289,Assam,67.8255280073462,74.00228814083404,2004
291,Assam,79.65775473937012,80.42487328864945,2014
292,Assam,80.49161738472276,82.00375957771104,2014
294,Assam,65.97486847280952,70.54460746777917,2009
295,Assam,63.92261112952837,65.44952777187282,1999
297,Assam,73.19709881626896,82.43301993555046,1999
298,Assam,62.349293674800855,64.23093766519793,1999
300,Assam,84.70135868679053,83.97228038318293,2014
301,Assam,78.55819891450665,77.1884629832668,2014
302,Assam,68.93461532065126,69.3232446207351,2004
304,Assam,66.18891761936212,80.71642634865954,1999
305,Assam,69.60324702344019,71.9822245717212,2009
309,Assam,72.36511381714739,68.31216444088055,1999
310,Assam,75.04677100197877,77.50305375892542,2009
311,Assam,57.266950996605445,64.74987367357251,2004
312,Assam,64.30643836134439,75.56942575770844,2004
313,Assam,62.08735404776596,66.6600066002007,2009
314,Assam,77.32370810943561,79.14239394846577,2014
315,Assam,66.19295562551412,73.22017011233294,2009
316,Assam,73.36804085782443,77.35636743967973,2014
318,Assam,70.45807368055341,76.8061934236848,1999
319,Assam,77.55124040589875,77.85065411918296,2014
322,Assam,69.99333240356343,70.25245320170241,1999
323,Assam,67.24778466831461,71.23235154143092,2004
324,Assam,77.63640845576175,79.49016340772731,1999
325,Assam,71.30350411718743,73.76158541409298,2009
326,Assam,68.4396452113663,74.45044851973181,2004
327,Assam,87.66872396009727,88.93713898662251,2014
328,Assam,57.04206754170033,66.51215256673365,2004
329,Assam,70.04956477886827,77.0221437727087,2009
330,Assam,61.874118669152224,67.98908148052622,2004
332,Assam,68.72214611212563,73.51418420206805,2009
333,Assam,76.89117993309478,77.82893014499051,2014
334,Assam,77.82901574925364,79.40099203798933,2014
335,Assam,80.73665041575181,80.70151749376913,2014
336,Assam,80.3441890139573,82.27604704253359,2014
338,Assam,56.9245418290989,65.01877083562755,1999
339,Assam,78.69996529862462,79.7344296119436,2014
341,Assam,60.94142070896815,67.75172026400786,2009
342,Assam,73.46436721925784,78.29560564241106,2014
343,Assam,73.97873661337886,74.02354565656711,1999
344,Assam,63.17397479954181,68.9180696807478,2004
347,Assam,58.56852884859096,77.7241847559468,2004
348,Bihar,29.114861140660945,36.49331277517646,2009
349,Bihar,42.24708334128352,68.21786996252476,1999
350,Bihar,50.39322004331962,47.2946560336562,2009
351,Bihar,52.213313896987366,53.94313021579129,2014
353,Bihar,59.28164612507339,76.31476383973434,1999
355,Bihar,28.31342828924991,37.91796394616212,2009
356,Bihar,52.85530779207822,70.23307459881914,1999
358,Bihar,55.842249729365925,68.06068683702725,1999
361,Bihar,45.51945704331821,53.84579163105639,2014
364,Bihar,35.3769219080247,40.50032225271257,2009
367,Bihar,42.939776734231316,40.734722582602764,2009
368,Bihar,50.172175776798426,59.23772876766272,1999
369,Bihar,43.48123754093827,42.272253106389726,2009
370,Bihar,65.27351562780501,88.62368216959182,1999
371,Bihar,63.82874947079264,67.40800968549723,1999
373,Bihar,64.84417573201662,77.16079488520985,1999
374,Bihar,41.35288426301449,41.844405535765794,2009
375,Bihar,59.30645899315431,67.2063685441534,2004
376,Bihar,53.764172556034055,54.1714255821861,2009
377,Bihar,52.53884528908619,73.28514312929263,1999
379,Bihar,43.60574240349008,46.50255435568555,2009
385,Bihar,57.701649584571534,56.70070300144807,2014
388,Bihar,36.89557246383479,47.74813060269662,2009
389,Bihar,61.19366169389849,68.35775234245216,1999
391,Bihar,63.62547443639316,56.58464864672491,2014
392,Bihar,60.59687996013583,75.23126822434553,2004
393,Bihar,47.8605114444851,60.500085950883516,2004
394,Bihar,64.93996334377839,58.41857673566796,2014
395,Bihar,60.95803905276278,52.72763993418356,2014
396,Bihar,39.58983989858679,57.344377190187956,2004
399,Bihar,51.56278684155983,70.32645824543971,2004
400,Bihar,35.99862029972922,47.536477088576255,2009
401,Bihar,54.60961748113022,65.32637938791814,2004
403,Bihar,46.467502258076486,50.91995564297515,2014
404,Bihar,57.313502653550906,69.52150489560513,2004
406,Bihar,60.84095875443868,77.26281443513912,2004
407,Bihar,64.20610751596666,56.77387442324251,2014
409,Bihar,51.59337146530002,62.348826404054805,2004
410,Bihar,56.1963441040081,71.94565391996889,1999
414,Bihar,60.34380032354639,61.25551000527661,2004
415,Bihar,57.20841678411591,52.100150987362234,2009
419,Bihar,62.25227083026464,73.4349365947769,1999
420,Bihar,60.14314288435634,69.53265898220027,1999
421,Bihar,59.95399591028997,85.16383729039637,1999
422,Bihar,41.25167201502145,43.67589840038617,2009
423,Bihar,68.63746871709021,69.85849235555219,2004
424,Bihar,46.058335701552686,45.608106634406084,2009
425,Bihar,44.35557422911778,49.219668045583965,2009
427,Bihar,37.23069440872958,45.362989659152475,2009
428,Bihar,61.21812534002562,69.64330817803788,1999
429,Bihar,55.649848061009486,67.55598235511306,1999
430,Bihar,44.60114617064289,62.233976724919884,2004
431,Bihar,58.5587299479579,51.04716667240331,2014
432,Bihar,46.37422241231498,67.74000815031651,1999
433,Bihar,49.82816585213266,50.16730926622937,2014
434,Bihar,50.76526798555897,59.15610940089984,2004
435,Bihar,57.49735942058143,74.3299579649336,1999
436,Bihar,64.20167600865753,57.4015213328771,2014
437,Bihar,59.037001247557164,54.68718054857933,2014
438,Bihar,42.23059451879237,51.03383541481213,2009
440,Bihar,41.91179923099531,66.63322205398569,1999
441,Bihar,57.12531106364733,65.09733852854856,1999
442,Bihar,47.045634943026855,67.54230587292874,1999
444,Bihar,50.70667798373627,60.97949316072837,2004
445,Bihar,60.0023071038561,84.91486131626456,1999
446,Bihar,52.73349004740629,47.74412264729848,2009
447,Bihar,53.75636275933855,53.30352013660327,2004
448,Bihar,60.2968957114623,78.93904625003248,1999
449,Bihar,45.29957324049592,55.69431062083198,1999
453,Bihar,52.84759259928946,59.20418462539851,2014
460,Bihar,58.27670176254802,69.347349627942,1999
461,Bihar,64.88292911844877,63.36303382862405,2004
462,Bihar,41.707780095581825,62.22314211510217,2004
463,Bihar,55.54204305161712,72.96867982755819,1999
464,Bihar,57.68340803418087,56.27581574805014,2009
467,Bihar,71.40684317903455,74.90050265326258,1999
468,Bihar,42.602896585839524,75.91597081831766,2004
470,Bihar,54.54558730704762,59.89377214631799,2004
474,Bihar,46.06120529114751,74.80643309399207,1999
476,Bihar,55.48494449356518,72.14822997306774,1999
477,Bihar,50.56615648531836,49.770370229756324,2009
479,Bihar,43.706943212687506,58.43396095906633,2004
480,Bihar,56.47371411679114,63.4562814855313,2004
481,Bihar,51.95543424761734,60.42826747053643,2004
482,Bihar,67.61188753784556,61.75279272855019,2014
484,Bihar,45.26035368674911,65.87933363731202,2004
485,Bihar,59.99352267162481,65.02232624824025,1999
487,Bihar,45.730026043487385,48.52895352482937,2014
488,Bihar,48.10860202275844,44.91805335768612,2009
490,Bihar,58.32844848824664,54.119270915296106,2014
492,Bihar,63.56501339552187,59.08335469460601,2014
493,Bihar,60.40602884368863,51.11495207299054,2014
494,Bihar,38.12368081843358,48.085408269779876,2009
495,Bihar,41.969602482612004,41.70837225855243,2009
496,Bihar,47.979616875734656,49.40793534207094,2009
497,Bihar,35.50304127065685,46.05756767992957,2009
498,Bihar,59.567169772568754,47.11844987056059,2014
499,Bihar,55.53766986697393,48.03628623880058,2014
500,Bihar,63.48573757658491,50.30304722132273,2014
501,Bihar,47.315447537617395,66.8438842956142,2004
506,Bihar,45.35782383351789,43.81719052499715,2009
507,Bihar,47.9879534150913,70.29064160370677,1999
508,Bihar,42.602316024469786,37.47836763639636,2009
509,Bihar,37.39920875058959,46.901004995225776,2009
511,Bihar,52.40854820553275,64.394421102385,2004
512,Bihar,51.830314490304154,55.418725991917015,2014
513,Bihar,50.06368458607834,52.078190446889074,2014
514,Bihar,63.784626284094934,55.68791162682665,2014
515,Bihar,41.36404571057798,48.511895145579395,2014
516,Bihar,54.420223069581574,59.274865783643904,2014
517,Bihar,47.64922380479887,45.55044995449899,2009
519,Bihar,34.655902672769464,47.49237431141668,2009
521,Bihar,35.426447252101624,45.02052579103481,2009
522,Bihar,71.14551101873066,64.44364691747157,2014
523,Bihar,59.69235457094973,73.68268109880438,1999
525,Bihar,60.45921958895223,55.91993929137714,2014
526,Bihar,47.55370410468382,44.03856554628515,2009
528,Bihar,47.07942883811661,44.85263910655326,2009
530,Bihar,43.67408953624768,64.25735586335779,2004
531,Bihar,61.97757207908856,61.608242020978956,2014
532,Bihar,59.90231519815815,60.96195661356544,2014
533,Bihar,61.44472049689441,57.11266576618637,2014
534,Bihar,33.14172125776537,54.41445110244925,2004
535,Bihar,61.594969850727985,53.68535181077241,2014
536,Bihar,57.14923971456706,58.358551584309396,2014
538,Bihar,46.928551158069375,62.66294448875609,2004
539,Bihar,60.82548370500661,53.924216394151635,2014
541,Bihar,58.22093283393593,62.594311531968714,2004
542,Bihar,49.43752187500968,59.0094877836198,2004
543,Bihar,60.94120004072611,66.04872074440279,2004
545,Bihar,45.6560473738776,62.99954442478205,2004
546,Bihar,36.60773994708226,38.07859747560952,2009
547,Bihar,52.734909161945694,72.30286025377947,1999
548,Bihar,51.71018535145472,56.333093691573076,2014
550,Bihar,57.49200321707547,66.73034587461375,2004
551,Bihar,59.80467829605376,76.7344482566599,1999
552,Bihar,45.52523947331888,70.60854876301666,1999
555,Bihar,40.830686256050825,46.486386716884496,2009
557,Bihar,53.05636443576095,52.2077689356607,2014
558,Bihar,33.05131452101962,42.85379177377892,2004
561,Bihar,59.38034990201879,63.51868289096293,1999
562,Bihar,66.35594765500036,76.96520262264002,1999
563,Bihar,69.80035425969294,78.57762262107998,1999
564,Bihar,50.53493255507705,54.92025514510056,2009
565,Bihar,54.438854695225004,78.20774107533452,1999
566,Bihar,54.750824372475584,65.69917726742263,2004
567,Bihar,50.95687806689677,53.267522145282854,2014
568,Bihar,66.96667451750427,61.833693341105956,2014
571,Bihar,59.291130505036904,74.09801976949885,2004
572,Bihar,56.44838902938821,53.42255769808736,2014
576,Bihar,40.48316080378472,56.20647786950591,2009
577,Bihar,41.38293797885124,50.75593657640932,2009
578,Bihar,50.680710563326436,59.01628020914487,2004
579,Bihar,45.43569397738459,59.634339148015805,2004
580,Bihar,55.18125211179225,56.182046207491496,2009
581,Bihar,68.94456765794406,58.75242828638542,2014
582,Bihar,30.031197682457872,40.469786099383676,2009
584,Bihar,57.200261657788985,59.84553557179404,2004
585,Bihar,63.895709675007225,83.27919341471295,1999
587,Bihar,57.883485981961826,68.06884888571535,2004
589,Goa,40.83876121721828,51.4145857386857,1999
592,Goa,56.95074054795817,62.30958368520013,2004
593,Goa,50.331105882352944,51.45868911874595,2009
594,Goa,79.24652599866702,77.96498221753234,2014
595,Goa,78.53813512741024,71.62290135737305,2014
596,Goa,56.92350092523327,58.35481083230726,2004
597,Goa,40.09421714455284,48.13185681990046,1999
598,Goa,57.59928139962257,62.33313820925216,2009
602,Gujarat,45.66180591926933,63.045870059419386,1999
603,Gujarat,49.90353240186118,59.64345638904367,2004
604,Gujarat,44.22392363940183,54.03328366011032,2004
605,Gujarat,54.18029705110025,57.95172498939222,2009
606,Gujarat,64.21774777008838,70.01419280378059,2014
608,Gujarat,44.92903451414869,48.044879001930695,2009
609,Gujarat,45.41621281819638,61.10510829994846,1999
611,Gujarat,48.60167450438681,58.97226941930719,1999
613,Gujarat,51.26754053741768,61.43538271365829,2014
614,Gujarat,52.63231202810308,67.19060378487833,1999
617,Gujarat,40.85161999553406,56.736674987042846,2004
619,Gujarat,33.76302310774033,45.25464534525439,2009
620,Gujarat,35.41216393227887,50.857696855578524,1999
621,Gujarat,35.20623979908242,43.58690221586322,2004
622,Gujarat,59.97071501237849,67.00131495629046,2014
625,Gujarat,37.96442783291184,47.351951185272,2004
627,Gujarat,42.33824798745795,52.66314999964621,2004
628,Gujarat,44.890883942984466,57.97957197128449,2004
629,Gujarat,49.36849443428391,58.59460794021053,2014
631,Gujarat,53.99338929321059,62.01355691137211,1999
632,Gujarat,51.410813337149605,63.86009119922088,1999
633,Gujarat,44.20166813589205,53.53128853071652,2009
634,Gujarat,34.608856542807374,47.07258809785357,2004
636,Gujarat,42.2245927389319,48.851093885052805,2004
637,Gujarat,54.80385598743578,62.474549821391555,2014
638,Gujarat,45.34635000167764,53.35869907402382,2009
640,Gujarat,51.629337383804874,64.27365586265456,2014
641,Gujarat,72.32904323980675,76.55165187477377,2014
643,Gujarat,38.81547193925497,51.03915460878885,2009
648,Gujarat,38.600644821713395,52.81382260412973,1999
649,Gujarat,35.238763701061806,44.077141605302955,1999
652,Gujarat,40.496216667367584,53.303446698562226,2004
655,Gujarat,38.96766945450006,50.051729234407325,2004
656,Gujarat,68.33513289430367,73.93642878620827,2014
659,Gujarat,52.11136200943237,61.94416053277671,2014
660,Gujarat,58.21285358634882,64.37707030382852,2014
661,Gujarat,33.611589637985276,44.77442487912893,2004
663,Gujarat,37.264158310686284,56.01273929959655,1999
665,Gujarat,47.41608118657299,56.80383307324587,2004
668,Gujarat,42.00349199964053,56.15811125022358,1999
670,Gujarat,34.58387483850686,45.95435628114322,2004
671,Gujarat,39.646252115979536,53.25723254478662,1999
672,Gujarat,39.74570362553705,55.082815343895355,1999
673,Gujarat,39.405805140734465,45.47846127299155,2009
676,Gujarat,45.887654697178185,58.03837831611515,2014
678,Gujarat,39.78573108023839,54.34381924741649,1999
679,Gujarat,53.865159665300546,66.35214881679245,1999
681,Gujarat,40.676690368922905,52.85566308862508,2004
682,Gujarat,34.12867335832628,40.65033158555952,2004
683,Gujarat,35.58829618383824,44.780606065633606,1999
684,Gujarat,52.98571596886761,59.2491779032994,2004
686,Gujarat,35.888066732574664,46.60276620563239,1999
687,Gujarat,53.650289013569086,64.83656412619774,2014
688,Gujarat,67.62580174299117,73.24730265924056,2014
689,Gujarat,29.59883886495375,44.26375628455552,1999
691,Gujarat,27.972963282106388,35.76757496160657,1999
692,Gujarat,40.61592057453971,49.509249977216804,1999
694,Gujarat,39.60943791386332,49.55241849356298,2009
695,Gujarat,58.37797380109211,68.32577825061288,2014
696,Gujarat,39.87079469544692,51.32245315395498,2009
697,Gujarat,27.342581455108476,37.58584959081201,2004
698,Gujarat,47.44178176357368,56.07814451321567,1999
699,Gujarat,50.27905663496466,57.851974537326086,2009
700,Gujarat,45.66450590775087,53.71445680893876,2009
702,Gujarat,54.17370655610738,62.13685970727787,2014
703,Gujarat,33.64459838086028,46.83388508698687,1999
704,Gujarat,58.45851591493493,66.38532811109043,2014
705,Gujarat,56.468332850504034,65.34965670495389,2014
708,Gujarat,52.14383580236507,62.78574791537777,2014
709,Gujarat,59.36072227423325,66.56951854687138,2014
710,Gujarat,33.54221061792864,46.03874152269946,2009
713,Gujarat,53.5667973827583,61.96478000489785,2009
715,Gujarat,72.40416190748144,76.70698898810097,2014
716,Gujarat,30.78820639874728,44.29853341811703,1999
718,Gujarat,31.618280858247523,46.67384368521733,2004
721,Gujarat,61.25392736764164,65.54368750728395,2014
722,Gujarat,63.38532014575742,69.56819113909242,2014
723,Gujarat,41.061161056715015,51.41088647913127,2004
724,Gujarat,46.99565118454653,55.82707531206701,2004
726,Gujarat,38.755443380977354,50.07234874610952,2009
727,Gujarat,54.067077387313766,60.03607504675984,2009
728,Gujarat,29.69456490096202,41.78749791715007,2004
729,Gujarat,43.014038070292,53.50970606864198,2009
730,Gujarat,73.02493392022666,74.90894406075299,2014
731,Gujarat,49.23062263315792,55.243139517158305,2004
732,Gujarat,42.133507460446125,52.78376072414186,2009
733,Gujarat,43.51558798996742,52.57537130412076,2009
734,Gujarat,37.91649398788012,47.09135267749383,2009
735,Gujarat,59.790537585733304,69.03387196300686,2014
736,Gujarat,43.57152418347314,55.688705954417436,2009
737,Gujarat,35.10269348606459,47.76303435176292,2009
738,Gujarat,61.387885407040244,68.51713694457027,2014
739,Gujarat,42.09104364634163,47.316878201843195,2009
740,Gujarat,46.22806843507992,55.13115508513575,2009
741,Gujarat,45.265417814740324,52.02149069444285,2009
742,Gujarat,35.28938326429551,43.881530640677376,2004
743,Gujarat,51.195058779235445,61.28638309817347,2004
745,Gujarat,48.65679157577591,60.327054347116075,1999
747,Gujarat,55.48994171649411,59.98932188552736,2009
750,Gujarat,64.70018170805572,66.27627071567449,2014
751,Gujarat,36.97633859541875,47.152194211017736,2009
752,Gujarat,41.29235790694165,55.59687690569734,1999
753,Gujarat,39.92796943343593,52.75045188932776,1999
754,Gujarat,48.74786037311097,57.21651905213626,2004
756,Haryana,56.6508801185844,61.86070865202349,2004
758,Haryana,64.48833181310404,71.06830553476784,1999
759,Haryana,66.23650478298066,71.37205566060665,2004
761,Haryana,58.01174330278235,63.188981117538354,2009
762,Haryana,68.98302300270188,70.62004680837097,2014
763,Haryana,48.58776493563362,63.395975567893906,1999
766,Haryana,67.94439474227514,70.8629458592175,2014
767,Haryana,71.30001430936133,71.2375280377446,2009
769,Haryana,75.69841421549,78.16344974574157,2014
770,Haryana,68.3046692607004,73.00051132077331,2014
771,Haryana,67.2496366615081,69.53595952294904,2009
773,Haryana,59.95834455888753,64.9689397640818,2004
774,Haryana,52.831244758785466,62.86558703228312,1999
775,Haryana,54.8792239769061,68.42156452892647,1999
778,Haryana,74.19531773018619,75.51225923780414,2009
779,Haryana,55.70743169455471,65.3834977231891,1999
781,Haryana,49.694926322364495,58.728409633346715,2004
782,Haryana,62.17508111250727,72.02982569147586,1999
783,Haryana,63.278514196234845,72.21546208588322,1999
784,Haryana,65.53724464348909,74.27569134967024,1999
786,Haryana,63.41037550293653,67.30373208163641,2009
787,Haryana,65.01150057841998,69.94994369269584,2004
788,Haryana,61.994496806112224,66.85828972833488,2004
789,Haryana,68.93227012001823,73.8645021688999,2014
790,Haryana,70.5025530702634,73.40390329811432,2014
791,Haryana,74.87144430409384,77.20204241795933,2014
794,Haryana,70.98587213209538,75.0975403153393,2004
795,Haryana,74.86981711421784,76.57310882753498,2014
796,Haryana,62.18731556725836,67.17931684008884,2014
797,Haryana,52.71310974794719,59.761430315568965,2009
800,Haryana,62.58799988612378,66.46914911807647,2009
802,Haryana,64.13546421743068,68.6747850575467,2009
803,Haryana,64.926726523284,68.01407319141728,2014
806,Haryana,57.43333607447836,67.66391478029294,1999
807,Haryana,68.40795468401858,70.08201425416614,2009
808,Haryana,60.67928120048916,66.79694669857153,1999
811,Haryana,68.53080466076611,72.52249459912656,2004
813,Haryana,62.31980401570829,69.11200532359129,2004
814,Haryana,71.53734438702712,74.30183084465541,2004
815,Haryana,74.40678511103923,75.55286310123715,2009
817,Himachal Pradesh,61.916875921333144,61.978590171294115,2004
818,Himachal Pradesh,62.41139192310621,55.1020065992435,2009
821,Himachal Pradesh,57.68341774884064,61.53286727948162,1999
822,Himachal Pradesh,53.19244441823885,58.00024446889134,2009
823,Himachal Pradesh,63.60573585927845,58.55116543223784,2004
824,Himachal Pradesh,64.07194518880755,63.96615526808739,2009
825,Himachal Pradesh,61.599402720600025,63.28238282151928,2004
827,Himachal Pradesh,71.39691203433823,62.28494946115043,2014
829,Himachal Pradesh,50.92780026990553,58.05198691430813,1999
830,Himachal Pradesh,61.094786946771016,66.38732279534932,2014
831,Himachal Pradesh,59.67197238189461,59.72613079577831,1999
832,Himachal Pradesh,48.5866597734302,57.57651507486345,1999
835,Himachal Pradesh,61.854330533706616,64.14968196749757,2014
836,Himachal Pradesh,48.073572281065076,54.78936745185356,2004
838,Himachal Pradesh,66.6566565422963,60.31618484938566,2014
839,Himachal Pradesh,56.4494710988821,53.84154733860935,2009
841,Jammu & Kashmir,67.47566126265167,68.05408325727407,2014
844,Jammu & Kashmir,73.36270257414978,72.0648930453771,2004
846,Jammu & Kashmir,20.95784011125055,29.784474901698683,2009
848,Jammu & Kashmir,80.00420050406049,83.7245328427779,1999
849,Jammu & Kashmir,38.79850604545167,50.60885189323714,2004
850,Jammu & Kashmir,72.55593711434244,69.16207998152495,2009
851,Jammu & Kashmir,7.246190785400401,16.013398868102154,1999
852,Jammu & Kashmir,24.1783279125592,44.55530897754228,2004
854,Jammu & Kashmir,37.000550532534355,41.07087340989145,2014
855,Jammu & Kashmir,35.45420818842463,47.693584985184664,2009
856,Jammu & Kashmir,23.17674769238252,28.30931720293894,2014
857,Jammu & Kashmir,26.560937763754172,30.88978102189781,2014
858,Jammu & Kashmir,8.265740564482806,19.542048688789187,2004
861,Jammu & Kashmir,38.697026097254025,40.470689121269146,1999
862,Jammu & Kashmir,42.453593257631745,55.1644319872769,2009
863,Jammu & Kashmir,38.344922536681956,50.742717599860455,2009
865,Jammu & Kashmir,71.07628911970933,70.69132100193363,2014
866,Jammu & Kashmir,21.479778695550532,32.28406840742939,2009
867,Jammu & Kashmir,40.0722005464391,52.53161872717996,1999
868,Jammu & Kashmir,11.661199916960765,16.48062826281005,1999
869,Jammu & Kashmir,74.5338683030446,66.27017250973846,2014
872,Jammu & Kashmir,23.805568833652007,30.89114727955628,1999
873,Jammu & Kashmir,37.602780147049664,50.52183821050955,2004
874,Jammu & Kashmir,14.042586416517016,21.916398692583765,2004
881,Karnataka,60.38791386638298,60.495891551987015,1999
887,Karnataka,63.80022987489501,70.26550538667755,1999
888,Karnataka,60.08769214316671,66.24124252306396,2004
889,Karnataka,42.5845733861471,49.26012724512412,2009
890,Karnataka,71.07251359130157,75.26090301323876,2014
891,Karnataka,55.62730166355322,57.1979662888898,2014
892,Karnataka,57.528048404232656,61.46270117891285,2014
894,Karnataka,60.59909866076316,66.28925533032245,2009
897,Karnataka,61.57911955848046,67.76316916154846,2004
898,Karnataka,71.48839757785895,79.07972233180381,1999
901,Karnataka,72.7768200884905,75.6078565942337,2014
904,Karnataka,64.22786736035142,67.76991462581773,2014
905,Karnataka,77.35218427725052,76.8859092986801,2014
906,Karnataka,69.94965747057394,76.80694289811287,1999
907,Karnataka,51.39180191813585,57.385545490098025,2009
908,Karnataka,74.11716219342897,74.72103826800827,2009
909,Karnataka,56.863074496100964,61.122398077184705,2009
910,Karnataka,56.25767475765364,58.71171861657005,2004
911,Karnataka,67.8401693769495,73.33335550260793,2004
915,Karnataka,67.5857598723574,70.01420139585467,2009
916,Karnataka,70.18291682819908,77.09844333657941,1999
917,Karnataka,65.60893462752895,68.70789371500865,2014
918,Karnataka,60.39887544726529,66.3158426457313,1999
920,Karnataka,71.4342011859028,74.11639962299718,2014
921,Karnataka,70.22980013261343,76.51397557085203,1999
922,Karnataka,56.861324377701486,63.969131540102964,1999
923,Karnataka,70.10096260282036,77.38193952706851,1999
924,Karnataka,66.4315220739985,73.22082410846313,1999
926,Karnataka,57.26404578209618,58.49517521635722,2009
927,Karnataka,52.054560257015524,55.89873159214698,1999
928,Karnataka,67.71432689372958,70.16348865540846,2014
929,Karnataka,69.5436726828766,77.721703193802,1999
930,Karnataka,75.61535154202718,62.75557585903243,1999
931,Karnataka,66.9228469125896,74.31981838854286,1999
933,Karnataka,62.56855676214481,66.90481589614218,2009
934,Karnataka,52.23027052140308,53.68726092195335,2009
936,Karnataka,60.120989585419935,65.89752056340527,1999
937,Karnataka,57.448504626298394,61.17101088151507,2004
938,Karnataka,60.40397624885527,65.7127163107444,2009
941,Karnataka,74.73517495395949,77.35656976261866,2014
942,Karnataka,70.95243196566713,75.8238027965116,1999
944,Karnataka,62.877067764563364,70.99574154966282,1999
946,Karnataka,45.47597699346715,47.82392514500678,2009
947,Karnataka,71.07543092168669,73.48744578071911,2014
948,Karnataka,70.48457333768916,72.32504777586013,2004
949,Karnataka,54.39362064381306,57.90617512945359,1999
950,Karnataka,62.08010461880045,69.59560714568332,2014
952,Karnataka,54.03774566380025,63.92801841115406,1999
953,Karnataka,74.37510987931373,69.45292235621328,2004
956,Karnataka,73.80326493367441,75.16167735192151,2014
957,Karnataka,62.848276565528174,68.29885397680951,2014
958,Karnataka,73.77981138779418,77.03011450129063,2014
960,Karnataka,65.83495246366017,69.89310627202988,2009
961,Karnataka,59.8815332351724,68.66975288728305,1999
962,Karnataka,54.47134911313785,56.787569106255894,2014
964,Karnataka,67.69250714282153,77.20072809582807,1999
966,Karnataka,67.33450481738224,71.93477183656921,2004
969,Karnataka,70.74944496043348,72.04452167446118,2014
971,Karnataka,47.38118319078964,51.23758893521624,2004
973,Karnataka,45.4455555458176,65.4112621073178,2009
975,Karnataka,56.63100807316373,59.94504580911493,2014
977,Karnataka,66.83519359955044,73.5498993159195,1999
